date,startup,industry,subvertical,city,investors,investment_type,amount
15-04-2016,renewbuy,consumer internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000
15-04-2016,vyomo,consumer internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,15000000
15-04-2016,nestaway,consumer internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000
15-04-2016,tapchief,consumer internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000
18-04-2016,jugnoo,consumer internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10000000
19-04-2016,betaout,ecommerce,customer intelligence and marketing automation platform,Noida,Stanford Angels,Private Equity,1500000
19-04-2016,driverscart,consumer internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,450000
19-04-2016,collegedekho,consumer internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000
20-04-2016,1mg,ecommerce,Online Pharmacy,Gurugram,Maverick Capital Ventures,Private Equity,15000000
22-04-2016,licious,ecommerce,Mobile based Meat ordering App,Bengaluru,Mayfield India II Management Ltd,Private Equity,3000000
22-04-2016,toko innovation studios,consumer internet,Childrenxe2x80x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,450000
25-04-2016,commut,consumer internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000
25-04-2016,dropkaffe,food & beverage,Ready-to-Drink Beverage Producer,Bengaluru,GrowthStory,Seed Funding,550000
26-04-2016,transerv,consumer internet,Digital Payments platform,Mumbai,IDFC SPICE Fund,Private Equity,15000000
26-04-2016,cleartax,consumer internet,Online filing of Tax returns,Bengaluru,Max Levchin,Private Equity,1300000
26-04-2016,roposo,ecommerce,Social Fashion ECommerce Discovery platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000
27-04-2016,milkbasket,consumer internet,Micro Grocery Delivery Platform,Gurugram,EVC Ventures,Seed Funding,500000
27-04-2016,ichr,consumer internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,450000
28-04-2016,the wedding brigade,consumer internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000
28-04-2016,docsapp,consumer internet,Online Doctor Discovery & Chat platform,Bengaluru,Rebright Partners,Private Equity,1200000
29-04-2016,impact guru,consumer internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,RB Investments,Seed Funding,500000
29-04-2016,letreach,ecommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000
02-03-2016,momark,consumer internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000
02-03-2016,systemantics,technology,Industrial robots maker,Bengaluru,Nandan Nilekani,Private Equity,1400000
03-03-2016,imarticus learning,education,Financial Services & Analytics Education Institute,Mumbai,Blinc Advisors,Private Equity,1000000
03-03-2016,shouut,consumer internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,500000
04-03-2016,aahaa,ecommerce,Office Products Super Store,Chennai,YourNest Angel Fund,Private Equity,1000000
04-03-2016,ftcash,consumer internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,150000
04-03-2016,zappka,consumer internet,Mobile App discovery and review platform,Gurugram,Daman Soni,Seed Funding,100000
04-03-2016,medecube,healthcare,Healthcare related Services provider,Gurugram,Artiman Ventures,Private Equity,4000000
07-03-2016,n.o.w,consumer internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,Ruchirans Jaipuria,Seed Funding,500000
07-03-2016,ninjacart,ecommerce,B2B marketplace for Farmers & Retailers,Bengaluru,Accel Partners,Private Equity,3000000
07-03-2016,reach,consumer internet,Cross Platform P2P file sharing mobile app,Bengaluru,Rebright Partners,Seed Funding,500000
07-03-2016,vanity cube,consumer internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,250000
07-03-2016,medidaili,consumer internet,Medical Support service platform,Bengaluru,Undisclosed private investors,Seed Funding,100000
08-03-2016,lovecycles,consumer internet,Women's health Tracker,Bengaluru,Prime Venture Partners,Seed Funding,750000
08-03-2016,kartrocket,ecommerce,ECommerce SAAS platform,New Delhi,Undisclosed Japanese investor,Private Equity,8000000
08-03-2016,dunzo,consumer internet,Daily Task Management App,Bengaluru,Aspada Investment Advisors,Seed Funding,650000
09-03-2016,smartvizx,technology,Virtual Reality Solutions,Noida,Indian Angel Network,Seed Funding,500000
09-03-2016,mygubbi,real estate,Interior Design & Home Dxc3xa9cor Solutions,Bengaluru,Vipul Parekh,Seed Funding,2500000
09-03-2016,nukkad shops,consumer internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,1000000
09-03-2016,justride,consumer internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000
10-03-2016,big fish ventures,food & beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,11100000
10-03-2016,icertis,technology,Contract Management Software Solutions platform,Pune,Ignition Partners,Private Equity,15000000
10-03-2016,supplified,ecommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1000000
14-03-2016,pinkblue,ecommerce,Medical Supplies eTailer,Bengaluru,Hari Krishna,Seed Funding,223608
14-03-2016,truckingcube,logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000
15-03-2016,flipclass,consumer internet,Tutor Search Platform,Bengaluru,S Chand and Co Pvt Ltd,Private Equity,1000000
15-03-2016,proximit,technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000
15-03-2016,withme,consumer internet,Personalized Fashion App,Gurugram,Alex Kuruvilla,Seed Funding,250000
16-03-2016,gapoon,consumer internet,Hyperlocal Home Maintenance services,Bengaluru,Chandrashekar Tallapragada,Seed Funding,180000
16-03-2016,wealthy,consumer internet,Online Investment management portal,Bengaluru,Zishaan Hayath,Seed Funding,250000
17-03-2016,pramati,healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,200000
17-03-2016,qlivery,consumer internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed Funding,230000
17-03-2016,healthenablr,consumer internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,800000
17-03-2016,liftiee,consumer internet,Car/ bike Pooling App,Mumbai,Rannvijay Singh,Seed Funding,108000
18-03-2016,hello curry,food & beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000
19-03-2016,gosporto,consumer internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,30000
21-03-2016,room on call,consumer internet,Budget hotel aggregator,Gurugram,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000
22-03-2016,byju's,consumer internet,Educational Video Content Creator,Bengaluru,Sequoia India,Private Equity,75000000
22-03-2016,bigbasket,ecommerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000000
22-03-2016,drivojoy,consumer internet,On-demand 2-wheeler Servicing platform,Bengaluru,Indian Angel Network,Seed Funding,600000
22-03-2016,creditseva,consumer internet,Online Credit management tools,Hyderabad,Pix Vine Capital,Seed Funding,360000
23-03-2016,endless robotics,technology,Interior Painting Automation,Hyderabad,Devidas Desai,Seed Funding,100000
23-03-2016,sp robotics,technology,Robotic Classes for Students,Chennai,Indian Angel Network,Seed Funding,300000
23-03-2016,ekare,consumer internet,Healthcare related solutions,Hyderabad,BitChemy Ventures,Private Equity,330000
23-03-2016,wheelstreet,consumer internet,Online Bike Rental platform,Bengaluru,Broadbean Capital services,Private Equity,500000
24-03-2016,horntell,consumer internet,Unified Push Notification service,Gurugram,Bharanidharan Viswanathan,Seed Funding,150000
28-03-2016,schoolkart,ecommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,300000
29-03-2016,babygogo,consumer internet,Child healthcare experts aggregator mobile app,New Delhi,Rajul Garg,Seed Funding,300000
29-03-2016,veritas finance,finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000
29-03-2016,qikship,consumer internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,200000
29-03-2016,fixnix,consumer internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,500000
30-03-2016,touchkin,healthcare,Predictive Healthcare platform,Bengaluru,Alok Mittal,Seed Funding,400000
02-02-2016,altizone,technology,IoT & M2M Solutions,Pune,Wipro Ventures,Private Equity,4000000
02-02-2016,strike,consumer internet,Mobile Email productivity tool,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,22500
02-02-2016,maaxmarket,consumer internet,Marketing Automation platform,Chennai,Multiple investors through Ten Minute Million competition,Seed Funding,22500
02-02-2016,gamooz,technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed Funding,22500
02-02-2016,soundsurround,technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500
03-02-2016,mazkara,consumer internet,Beauty & Wellness Platform,Pune,Dunamis Ventures Pte Ltd.,Seed Funding,1000000
03-02-2016,roadgods,ecommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,100000
03-02-2016,pindropmusic,consumer internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,100000
03-02-2016,woodpie,consumer internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed Funding,30000
04-02-2016,perfumery,ecommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,30000
05-02-2016,zendrive,technology,Safe Driving Data & Analytics platform,Bengaluru,Sherpa Capital,Private Equity,13500000
05-02-2016,gingercrush,ecommerce,Personalized Products & Merchandize eTailer,Vadodara,Saha Fund,Private Equity,1000000
05-02-2016,american vision,consumer internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,81000
05-02-2016,dawailelo,consumer internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,52000
